Date,StockCode,QuantitySoldKilo,UnitSellingPrice,WholesalePrice,LossRatePct,ItemName,CategoryName,Year,Month,Day,DayOfWeek,IsWeekend
2020-08-10,102900005118831,11.0,6.9,4.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,10,0,0
2020-08-11,102900005118831,13.0,6.9,4.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,11,1,0
2020-08-12,102900005118831,9.0,6.9,4.05,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,12,2,0
2020-08-13,102900005118831,9.0,6.822222222222223,4.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,13,3,0
2020-08-14,102900005118831,11.0,6.845454545454545,4.07,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,14,4,0
2020-08-15,102900005118831,11.0,6.9,4.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,15,5,1
2020-08-16,102900005118831,13.0,6.9,4.08,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,16,6,1
2020-08-17,102900005118831,5.0,6.9,4.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,17,0,0
2020-08-18,102900005118831,15.0,6.9,4.04,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,18,1,0
2020-08-19,102900005118831,10.0,6.9,4.03,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,19,2,0
2020-08-20,102900005118831,11.0,6.9,4.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,20,3,0
2020-08-21,102900005118831,10.0,6.9,4.07,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,21,4,0
2020-08-22,102900005118831,15.0,6.9,4.03,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,22,5,1
2020-08-23,102900005118831,9.0,6.9,4.09,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,23,6,1
2020-08-24,102900005118831,9.0,6.9,4.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,24,0,0
2020-08-25,102900005118831,11.0,6.9,4.27,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,25,1,0
2020-08-26,102900005118831,12.0,6.900000000000001,4.27,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,26,2,0
2020-08-27,102900005118831,6.0,6.900000000000001,4.1,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,27,3,0
2020-08-28,102900005118831,13.0,6.9,4.05,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,28,4,0
2020-08-29,102900005118831,11.0,6.9,4.04,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,29,5,1
2020-08-30,102900005118831,14.0,6.9,4.03,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,30,6,1
2020-08-31,102900005118831,9.0,6.9,4.03,2.48,Wawacai,Flower/Leaf Vegetables,2020,8,31,0,0
2020-09-01,102900005118831,8.0,6.9,4.02,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,1,1,0
2020-09-02,102900005118831,7.0,6.9,4.02,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,2,2,0
2020-09-03,102900005118831,7.0,6.9,4.04,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,3,3,0
2020-09-04,102900005118831,9.0,6.9,4.03,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,4,4,0
2020-09-05,102900005118831,16.0,6.9,4.04,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,5,5,1
2020-09-06,102900005118831,12.0,6.900000000000001,4.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,6,6,1
2020-09-07,102900005118831,7.0,6.9,4.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,7,0,0
2020-09-08,102900005118831,4.0,6.9,4.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,8,1,0
2020-09-09,102900005118831,2.0,6.9,4.05,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,9,2,0
2020-09-11,102900005118831,3.0,6.900000000000001,3.7000000000000006,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,11,4,0
2020-09-12,102900005118831,9.0,6.9,3.7000000000000006,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,12,5,1
2020-09-13,102900005118831,5.0,6.9,3.7700000000000005,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,13,6,1
2020-09-14,102900005118831,4.0,6.9,3.86,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,14,0,0
2020-09-15,102900005118831,1.0,7.9,4.59,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,15,1,0
2020-09-16,102900005118831,12.0,6.900000000000001,4.51,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,16,2,0
2020-09-17,102900005118831,1.0,6.9,4.08,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,17,3,0
2020-09-18,102900005118831,6.0,6.900000000000001,4.08,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,18,4,0
2020-09-19,102900005118831,6.0,7.900000000000001,4.43,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,19,5,1
2020-09-20,102900005118831,3.0,7.900000000000001,4.35,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,20,6,1
2020-09-21,102900005118831,1.0,7.9,4.96,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,21,0,0
2020-09-22,102900005118831,4.0,7.9,4.94,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,22,1,0
2020-09-23,102900005118831,7.0,7.9,4.94,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,23,2,0
2020-09-24,102900005118831,6.0,7.900000000000001,4.91,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,24,3,0
2020-09-25,102900005118831,4.0,7.9,4.91,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,25,4,0
2020-09-26,102900005118831,9.0,7.900000000000001,4.55,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,26,5,1
2020-09-27,102900005118831,4.0,7.9,4.39,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,27,6,1
2020-09-28,102900005118831,2.0,7.9,4.4,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,28,0,0
2020-09-29,102900005118831,8.0,7.9,4.39,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,29,1,0
2020-09-30,102900005118831,9.0,7.900000000000001,4.4,2.48,Wawacai,Flower/Leaf Vegetables,2020,9,30,2,0
2020-10-01,102900005118831,10.0,7.9,4.39,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,1,3,0
2020-10-02,102900005118831,6.0,7.900000000000001,4.51,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,2,4,0
2020-10-03,102900005118831,7.0,8.8,5.05,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,3,5,1
2020-10-04,102900005118831,15.0,8.8,5.01,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,4,6,1
2020-10-05,102900005118831,6.0,7.8,4.43,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,5,0,0
2020-10-06,102900005118831,6.0,8.8,4.76,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,6,1,0
2020-10-07,102900005118831,5.0,8.8,4.58,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,7,2,0
2020-10-08,102900005118831,6.0,8.8,4.58,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,8,3,0
2020-10-09,102900005118831,8.0,8.8,4.77,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,9,4,0
2020-10-10,102900005118831,4.0,8.8,4.73,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,10,5,1
2020-10-11,102900005118831,4.0,7.8,4.5,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,11,6,1
2020-10-12,102900005118831,7.0,7.8,4.51,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,12,0,0
2020-10-13,102900005118831,6.0,7.8,4.23,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,13,1,0
2020-10-14,102900005118831,4.0,7.8,4.21,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,14,2,0
2020-10-15,102900005118831,7.0,7.8,4.02,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,15,3,0
2020-10-16,102900005118831,5.0,7.8,3.34,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,16,4,0
2020-10-17,102900005118831,9.0,5.8,3.35,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,17,5,1
2020-10-18,102900005118831,6.0,5.8,3.9,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,18,6,1
2020-10-19,102900005118831,5.0,6.8,3.5699999999999994,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,19,0,0
2020-10-20,102900005118831,59.0,4.9,3.35,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,20,1,0
2020-10-21,102900005118831,43.0,4.9,3.35,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,21,2,0
2020-10-22,102900005118831,8.0,4.9,3.35,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,22,3,0
2020-10-23,102900005118831,35.0,4.9,3.31,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,23,4,0
2020-10-24,102900005118831,56.0,4.9,3.25,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,24,5,1
2020-10-25,102900005118831,14.0,4.9,3.25,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,25,6,1
2020-10-26,102900005118831,2.0,5.9,3.25,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,26,0,0
2020-10-27,102900005118831,4.0,5.9,3.25,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,27,1,0
2020-10-28,102900005118831,7.0,5.9,3.25,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,28,2,0
2020-10-29,102900005118831,3.0,5.900000000000001,3.25,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,29,3,0
2020-10-30,102900005118831,2.0,5.9,3.25,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,30,4,0
2020-10-31,102900005118831,8.0,5.9,2.94,2.48,Wawacai,Flower/Leaf Vegetables,2020,10,31,5,1
2020-11-01,102900005118831,5.0,4.9,3.34,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,1,6,1
2020-11-02,102900005118831,4.0,4.9,3.34,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,2,0,0
2020-11-03,102900005118831,4.0,4.9750000000000005,3.26,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,3,1,0
2020-11-04,102900005118831,1.0,5.9,3.22,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,4,2,0
2020-11-05,102900005118831,6.0,5.900000000000001,3.1199999999999997,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,5,3,0
2020-11-06,102900005118831,5.0,5.9,3.35,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,6,4,0
2020-11-07,102900005118831,5.0,5.9,3.2400000000000007,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,7,5,1
2020-11-08,102900005118831,6.0,5.900000000000001,3.22,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,8,6,1
2020-11-09,102900005118831,3.0,4.9,3.16,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,9,0,0
2020-11-10,102900005118831,4.0,5.9,2.93,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,10,1,0
2020-11-11,102900005118831,2.0,5.9,3.19,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,11,2,0
2020-11-12,102900005118831,3.0,5.900000000000001,2.7999999999999994,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,12,3,0
2020-11-13,102900005118831,4.0,5.9,3.4,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,13,4,0
2020-11-14,102900005118831,5.0,5.9,3.3899999999999997,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,14,5,1
2020-11-15,102900005118831,15.0,4.9,2.8,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,15,6,1
2020-11-16,102900005118831,2.0,5.9,3.2,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,16,0,0
2020-11-17,102900005118831,8.0,5.8,3.08,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,17,1,0
2020-11-18,102900005118831,5.0,5.8,2.96,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,18,2,0
2020-11-19,102900005118831,5.0,5.8,2.94,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,19,3,0
2020-11-20,102900005118831,6.0,5.8,2.98,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,20,4,0
2020-11-21,102900005118831,15.0,5.8,3.06,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,21,5,1
2020-11-22,102900005118831,14.0,5.8,2.94,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,22,6,1
2020-11-23,102900005118831,9.0,4.9,2.94,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,23,0,0
2020-11-24,102900005118831,11.0,4.9,2.9399999999999995,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,24,1,0
2020-11-25,102900005118831,4.0,4.9,3.0,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,25,2,0
2020-11-26,102900005118831,8.0,4.9,3.0,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,26,3,0
2020-11-27,102900005118831,6.0,4.9,3.0,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,27,4,0
2020-11-28,102900005118831,9.0,4.9,2.99,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,28,5,1
2020-11-29,102900005118831,9.0,4.9,2.96,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,29,6,1
2020-11-30,102900005118831,9.0,4.9,3.1,2.48,Wawacai,Flower/Leaf Vegetables,2020,11,30,0,0
2020-12-01,102900005118831,9.0,4.9,3.11,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,1,1,0
2020-12-02,102900005118831,4.0,4.9,3.12,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,2,2,0
2020-12-03,102900005118831,6.0,4.9,3.2000000000000006,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,3,3,0
2020-12-04,102900005118831,6.0,4.9,3.1300000000000003,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,4,4,0
2020-12-05,102900005118831,9.0,4.9,3.15,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,5,5,1
2020-12-06,102900005118831,10.0,4.9,3.17,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,6,6,1
2020-12-07,102900005118831,8.0,4.9,3.17,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,7,0,0
2020-12-08,102900005118831,10.0,4.9,3.17,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,8,1,0
2020-12-09,102900005118831,3.0,4.9,3.17,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,9,2,0
2020-12-10,102900005118831,10.0,4.9,3.19,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,10,3,0
2020-12-11,102900005118831,11.0,3.5,2.98,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,11,4,0
2020-12-12,102900005118831,10.0,3.5,2.6,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,12,5,1
2020-12-13,102900005118831,13.0,3.5,2.6000000000000005,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,13,6,1
2020-12-14,102900005118831,6.0,3.5,2.6,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,14,0,0
2020-12-15,102900005118831,8.0,3.5,2.6,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,15,1,0
2020-12-16,102900005118831,5.0,3.5,2.6,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,16,2,0
2020-12-17,102900005118831,2.0,3.5,2.6,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,17,3,0
2020-12-18,102900005118831,4.0,3.5,2.56,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,18,4,0
2020-12-19,102900005118831,6.0,3.5,2.3,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,19,5,1
2020-12-20,102900005118831,5.0,3.5,2.3,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,20,6,1
2020-12-21,102900005118831,5.0,3.5,1.98,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,21,0,0
2020-12-22,102900005118831,5.0,3.5,2.69,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,22,1,0
2020-12-23,102900005118831,1.0,3.5,2.97,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,23,2,0
2020-12-24,102900005118831,1.0,3.5,2.2,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,24,3,0
2020-12-25,102900005118831,9.0,3.5,2.2,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,25,4,0
2020-12-26,102900005118831,8.0,3.5,2.2,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,26,5,1
2020-12-27,102900005118831,8.0,3.5,2.2,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,27,6,1
2020-12-29,102900005118831,6.0,3.5,2.2,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,29,1,0
2020-12-30,102900005118831,6.0,3.5,2.2,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,30,2,0
2020-12-31,102900005118831,13.0,3.5,2.2,2.48,Wawacai,Flower/Leaf Vegetables,2020,12,31,3,0
2021-01-01,102900005118831,11.0,3.5,2.37,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,1,4,0
2021-01-02,102900005118831,6.0,4.9,3.03,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,2,5,1
2021-01-03,102900005118831,14.0,4.9,3.03,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,3,6,1
2021-01-04,102900005118831,5.0,4.9,3.08,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,4,0,0
2021-01-05,102900005118831,6.0,4.9,3.1,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,5,1,0
2021-01-06,102900005118831,4.0,4.9,2.98,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,6,2,0
2021-01-07,102900005118831,8.0,4.9,3.03,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,7,3,0
2021-01-08,102900005118831,11.0,4.9,3.05,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,8,4,0
2021-01-09,102900005118831,9.0,4.9,3.07,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,9,5,1
2021-01-10,102900005118831,9.0,4.9,3.03,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,10,6,1
2021-01-11,102900005118831,8.0,4.9,3.27,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,11,0,0
2021-01-12,102900005118831,14.0,4.9,3.27,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,12,1,0
2021-01-13,102900005118831,6.0,4.9,3.7099999999999995,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,13,2,0
2021-01-14,102900005118831,6.0,4.9,3.5400000000000005,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,14,3,0
2021-01-15,102900005118831,6.0,5.900000000000001,3.57,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,15,4,0
2021-01-16,102900005118831,16.0,5.9,3.69,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,16,5,1
2021-01-17,102900005118831,10.0,5.9,3.71,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,17,6,1
2021-01-18,102900005118831,4.0,5.9,3.55,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,18,0,0
2021-01-19,102900005118831,3.0,5.900000000000001,3.5499999999999994,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,19,1,0
2021-01-20,102900005118831,10.0,5.9,3.6800000000000006,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,20,2,0
2021-01-21,102900005118831,11.0,5.9,3.75,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,21,3,0
2021-01-22,102900005118831,7.0,5.9,3.77,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,22,4,0
2021-01-23,102900005118831,8.0,5.9,3.77,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,23,5,1
2021-01-24,102900005118831,11.0,5.9,3.8100000000000005,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,24,6,1
2021-01-25,102900005118831,9.0,5.9,3.76,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,25,0,0
2021-01-26,102900005118831,12.0,5.900000000000001,3.75,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,26,1,0
2021-01-27,102900005118831,6.0,6.8,3.75,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,27,2,0
2021-01-28,102900005118831,8.0,6.8,3.68,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,28,3,0
2021-01-29,102900005118831,1.0,6.8,3.71,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,29,4,0
2021-01-30,102900005118831,9.0,6.8,3.76,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,30,5,1
2021-01-31,102900005118831,10.0,6.8,3.75,2.48,Wawacai,Flower/Leaf Vegetables,2021,1,31,6,1
2021-02-01,102900005118831,8.0,6.8,3.82,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,1,0,0
2021-02-02,102900005118831,8.0,6.8,3.75,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,2,1,0
2021-02-03,102900005118831,5.0,6.8,3.75,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,3,2,0
2021-02-04,102900005118831,4.0,6.8,3.75,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,4,3,0
2021-02-05,102900005118831,8.0,6.8,3.75,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,5,4,0
2021-02-06,102900005118831,6.0,6.8,3.75,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,6,5,1
2021-02-07,102900005118831,7.0,6.8,3.77,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,7,6,1
2021-02-08,102900005118831,16.0,6.8,3.76,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,8,0,0
2021-02-09,102900005118831,25.0,6.8,3.93,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,9,1,0
2021-02-10,102900005118831,10.0,6.8,3.8,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,10,2,0
2021-02-13,102900005118831,16.0,6.8,3.78,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,13,5,1
2021-02-14,102900005118831,11.0,6.8,3.83,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,14,6,1
2021-02-15,102900005118831,9.0,6.8,4.42,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,15,0,0
2021-02-16,102900005118831,8.0,6.9,4.72,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,16,1,0
2021-02-17,102900005118831,3.0,6.900000000000001,5.01,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,17,2,0
2021-02-18,102900005118831,7.0,6.9,4.7700000000000005,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,18,3,0
2021-02-19,102900005118831,6.0,6.900000000000001,4.68,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,19,4,0
2021-02-20,102900005118831,7.0,6.9,4.79,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,20,5,1
2021-02-21,102900005118831,9.0,6.9,4.85,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,21,6,1
2021-02-22,102900005118831,9.0,6.9,4.92,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,22,0,0
2021-02-23,102900005118831,1.0,6.9,5.4,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,23,1,0
2021-02-24,102900005118831,7.0,7.9,4.74,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,24,2,0
2021-02-25,102900005118831,11.0,7.9,4.76,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,25,3,0
2021-02-26,102900005118831,15.0,7.9,4.74,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,26,4,0
2021-02-27,102900005118831,6.0,7.900000000000001,4.75,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,27,5,1
2021-02-28,102900005118831,18.0,7.900000000000001,4.76,2.48,Wawacai,Flower/Leaf Vegetables,2021,2,28,6,1
2021-03-01,102900005118831,7.0,7.9,4.76,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,1,0,0
2021-03-02,102900005118831,8.0,7.9,4.53,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,2,1,0
2021-03-03,102900005118831,10.0,7.9,4.12,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,3,2,0
2021-03-04,102900005118831,2.0,7.9,4.04,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,4,3,0
2021-03-05,102900005118831,8.0,7.9,4.05,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,5,4,0
2021-03-06,102900005118831,5.0,7.9,3.6,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,6,5,1
2021-03-07,102900005118831,8.0,4.771428571428572,2.08,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,7,6,1
2021-03-09,102900005118831,10.0,5.9,2.25,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,9,1,0
2021-03-10,102900005118831,6.0,5.900000000000001,3.2099999999999995,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,10,2,0
2021-03-11,102900005118831,5.0,5.9,3.79,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,11,3,0
2021-03-12,102900005118831,6.0,5.900000000000001,3.68,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,12,4,0
2021-03-13,102900005118831,12.0,5.900000000000001,3.66,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,13,5,1
2021-03-14,102900005118831,8.0,5.9,3.42,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,14,6,1
2021-03-15,102900005118831,6.0,5.900000000000001,3.42,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,15,0,0
2021-03-16,102900005118831,7.0,5.9,3.38,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,16,1,0
2021-03-17,102900005118831,3.0,5.900000000000001,3.23,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,17,2,0
2021-03-18,102900005118831,2.0,5.9,3.21,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,18,3,0
2021-03-19,102900005118831,10.0,3.9,3.21,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,19,4,0
2021-03-20,102900005118831,10.0,3.9,3.21,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,20,5,1
2021-03-21,102900005118831,12.0,4.9,3.2099999999999995,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,21,6,1
2021-03-22,102900005118831,8.0,4.9,3.21,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,22,0,0
2021-03-23,102900005118831,9.0,4.9,3.21,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,23,1,0
2021-03-24,102900005118831,8.0,4.9,3.21,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,24,2,0
2021-03-25,102900005118831,2.0,4.9,3.21,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,25,3,0
2021-03-26,102900005118831,12.0,4.9,3.2099999999999995,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,26,4,0
2021-03-27,102900005118831,12.0,4.9,3.2099999999999995,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,27,5,1
2021-03-28,102900005118831,7.0,4.9,3.47,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,28,6,1
2021-03-29,102900005118831,9.0,4.9,3.5699999999999994,2.48,Wawacai,Flower/Leaf Vegetables,2021,3,29,0,0
